지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,서울,2010-01-28 8:00,0.7,0,,,3.7,0,290,0,87,0,5.6,-1.2,1007.7,0,1018.5,0,0,0,0,,,7,7,Sc,10,600,,19,0.1,0,0.1,0.1,0,0.5
108,서울,2010-01-28 9:00,0.5,0,,,3.7,0,290,0,86,0,5.5,-1.5,1008.3,0,1019.1,0,0,0,0.18,,,4,4,Sc,10,600,1,19,0.1,0,0,0.1,0,0.5
108,서울,2010-01-28 10:00,0.6,0,,,3.2,0,320,0,75,0,4.8,-3.3,1008.7,0,1019.5,0,0.5,0,0.64,,,5,5,Sc,10,700,,19,0.2,0,0.1,0.1,0,0.5
108,서울,2010-01-28 11:00,1.3,0,,,3.5,0,270,0,71,0,4.8,-3.3,1008.9,0,1019.6,0,0.4,0,0.98,,,5,5,Sc,10,700,,19,2.5,0,0.1,0.1,0,0.5
108,서울,2010-01-28 12:00,1.7,0,,,3.6,0,290,0,68,0,4.7,-3.5,1008.9,0,1019.6,0,0.4,0,1.26,,,5,5,Sc,10,700,,4019,3.5,0,0.1,0.1,0,0.5
108,서울,2010-01-28 13:00,2.2,0,,,4.9,0,270,0,57,0,4.1,-5.4,1008.8,0,1019.5,0,1,0,1.98,,,2,2,Sc,10,900,,40,4.8,0,0.2,0.1,0,0.5
108,서울,2010-01-28 14:00,2.5,0,,,4,0,270,0,57,0,4.2,-5.1,1008.6,0,1019.3,0,1,0,1.9,,,3,3,Sc,10,1000,,40,4.9,0,0.3,0.1,0,0.5
108,서울,2010-01-28 15:00,2.2,0,,,4.7,0,290,0,53,0,3.8,-6.4,1008.9,0,1019.6,0,1,0,1.64,,,1,1,Sc,10,1300,1,,2.2,0,0.3,0.1,0,0.5
108,서울,2010-01-28 16:00,1.6,0,,,5.4,0,290,0,40,0,2.8,-10.5,1009.2,0,1019.9,0,1,0,1.21,,,0,0,,,1600,,,1.1,0,0.3,0.1,0,0.5
108,서울,2010-01-28 17:00,0.6,0,,,4,0,290,0,39,0,2.5,-11.7,1009.5,0,1020.3,0,1,0,0.66,,,0,0,,,2000,,,0.1,0,0.1,0.1,0,0.5
108,서울,2010-01-28 18:00,-0.7,0,,,3,0,270,0,41,0,2.4,-12.3,1009.8,0,1020.6,0,0.3,0,0.11,,,0,0,,,2300,,,0.1,0,0.1,0.1,0,0.5
108,서울,2010-01-28 19:00,-1.1,0,,,3.3,0,290,0,45,0,2.5,-11.5,1010.5,0,1021.4,0,,9,,,,,,,,,,,-0.3,0,0,0.1,0,0.4
108,서울,2010-01-28 20:00,-2,0,,,3.6,0,290,0,52,0,2.8,-10.5,1011.2,0,1022.1,0,,9,,,,,,,,,,,-0.4,0,0.1,0.1,0.1,0.5
108,서울,2010-01-28 21:00,-2.7,0,,,4,0,290,0,52,0,2.6,-11.2,1012.3,0,1023.2,0,,9,,,,0,0,,,2000,4,,-0.6,0,0.1,0.1,0.1,0.5
108,서울,2010-01-28 22:00,-3.4,0,,,3.4,0,290,0,47,0,2.2,-13.1,1013.1,0,1024.1,0,,9,,,,,,,,,,,-0.9,0,0.1,0.1,0,0.5
108,서울,2010-01-28 23:00,-4.1,0,,,3.5,0,270,0,54,0,2.4,-12,1013.8,0,1024.8,0,,9,,,,,,,,,,,-1.1,0,0.1,0.1,0,0.5
108,서울,2010-01-29 0:00,-5,0,,,4.3,0,290,0,56,0,2.4,-12.4,1014.1,0,1025.2,0,,9,,,,0,0,,,1800,,,-1.3,0,0.1,0.1,0.1,0.5
108,서울,2010-01-29 1:00,-5.9,0,,,3,0,320,0,36,0,1.4,-18.6,1014.5,0,1025.6,0,,9,,,,,,,,,,,-1.7,0,0,0.1,0,0.5
108,서울,2010-01-29 2:00,-6.8,0,,,1.8,0,360,0,42,0,1.6,-17.5,1014.4,0,1025.5,0,,9,,,,,,,,,,,-1.9,0,0.1,0.1,0.1,0.5
108,서울,2010-01-29 3:00,-7.1,0,,,1.1,0,290,0,43,0,1.6,-17.5,1014.1,0,1025.3,0,,9,,,,0,0,,,2000,4,,-2,0,0,0.1,0.1,0.5
108,서울,2010-01-29 4:00,-7.2,0,,,1.1,0,290,0,38,0,1.4,-19.1,1013.2,0,1024.3,0,,9,,,,0,0,,,2000,,,-2.4,0,-0.1,0,0,0.5
108,서울,2010-01-29 5:00,-7.1,0,,,0.7,0,290,0,39,0,1.4,-18.7,1012.9,0,1024,0,,9,,,,0,0,,,2000,,,-2.7,0,-0.2,0.1,0.1,0.5
108,서울,2010-01-29 6:00,-6.8,0,,,0.5,0,320,0,45,0,1.7,-16.7,1012.9,0,1024,0,,9,,,,2,2,Sc,10,2000,,,-3,0,-0.5,0.1,0.1,0.5
108,서울,2010-01-29 7:00,-6.6,0,,,1.3,0,20,0,52,0,1.9,-14.8,1013.1,0,1024.2,0,,9,,,,7,7,Sc,10,2200,,,-2.8,0,-0.8,0,0,0.5
108,서울,2010-01-29 8:00,-6.3,0,,,1.8,0,50,0,49,0,1.9,-15.2,1013.4,0,1024.5,0,0,0,0.01,,,7,7,Sc,10,2200,,,-2.9,0,-0.9,0,0,0.5
108,서울,2010-01-29 9:00,-5.2,0,,,1.9,0,50,0,47,0,2,-14.7,1014.1,0,1025.2,0,0.1,0,0.23,,,2,1,ScCi,10,1400,4,,-1.9,0,-0.8,0.1,0.1,0.5
108,서울,2010-01-29 10:00,-3.1,0,,,1.5,0,110,0,49,0,2.4,-12.3,1014.1,0,1025.1,0,1,0,0.92,,,3,0,Ci,,1800,,,-0.2,0,-0.6,0.1,0.1,0.5
108,서울,2010-01-29 11:00,-1.5,0,,,2.3,0,180,0,54,0,3,-9.6,1013.9,0,1024.8,0,1,0,1.41,,,0,0,,,1700,,,0.6,0,-0.2,0.1,0.1,0.5
108,서울,2010-01-29 12:00,-0.3,0,,,5.6,0,230,0,60,0,3.6,-7.1,1013,0,1023.9,0,1,0,1.83,,,3,3,Sc,10,1500,,,0.9,0,-0.1,0.1,0.1,0.5
108,서울,2010-01-29 13:00,0.1,0,,,3.9,0,270,0,65,0,4,-5.7,1012.1,0,1022.9,0,0.3,0,1.09,,,8,8,Sc,10,1300,,,0.4,0,-0.1,0.1,0,0.5
108,서울,2010-01-29 14:00,0.4,0,,,5.5,0,230,0,66,0,4.2,-5.2,1011.2,0,1022,0,0.1,0,0.91,,,9,9,Sc,10,1100,,,0.4,0,0,0,0,0.5
108,서울,2010-01-29 15:00,0.9,0,,,4.6,0,290,0,56,0,3.6,-6.9,1011.2,0,1022,0,0,0,0.5,,,7,7,Sc,10,1500,1,,0.2,0,0,0,0,0.5
108,서울,2010-01-29 16:00,1.1,0,,,5.3,0,290,0,46,0,3,-9.2,1010.9,0,1021.7,0,0.2,0,0.47,,,3,3,Sc,10,1500,,,0,0,0,0,0,0.5
108,서울,2010-01-29 17:00,0.6,0,,,5.4,0,290,0,58,0,3.7,-6.7,1010.9,0,1021.7,0,0.4,0,0.4,,,8,8,Sc,10,1000,,,0.1,0,0,0,0,0.5
108,서울,2010-01-29 18:00,0.3,0,,,4,0,270,0,69,0,4.3,-4.7,1011,0,1021.8,0,0,0,0.06,,,8,8,Sc,10,1000,,,0.1,0,0,0.1,0,0.5
108,서울,2010-01-29 19:00,0.6,0,,9,3.6,0,270,0,70,0,4.5,-4.2,1011.3,0,1022.1,0,,9,,,,9,9,Sc,10,1000,,5,0.1,0,0,0,0,0.5
108,서울,2010-01-29 20:00,0.7,0,,9,2.6,0,270,0,61,0,3.9,-5.9,1011.5,0,1022.3,0,,9,,,,9,9,Sc,10,1200,,5,0.1,0,0,0.1,0,0.5
108,서울,2010-01-29 21:00,0.9,0,0,0,3.5,0,270,0,59,0,3.8,-6.2,1011.6,0,1022.4,0,,9,,,,9,9,Sc,10,1400,1,,0.1,0,0,0,0,0.5
108,서울,2010-01-29 22:00,0.7,0,,9,3,0,290,0,60,0,3.9,-6.1,1011.9,0,1022.7,0,,9,,,,,,,,,,,0,0,0,0,0,0.5
108,서울,2010-01-29 23:00,0.3,0,,9,2.4,0,270,0,61,0,3.8,-6.3,1012.4,0,1023.2,0,,9,,,,,,,,,,,-0.1,0,0,0,0,0.5
108,서울,2010-01-30 0:00,0.5,0,,9,1.9,0,270,0,62,0,3.9,-5.9,1012.7,0,1023.5,0,,9,,,,8,8,Sc,10,1000,,,-0.1,0,-0.1,0,0,0.4
108,서울,2010-01-30 1:00,0.5,0,,,2.4,0,230,0,64,0,4.1,-5.5,1012.4,0,1023.2,0,,9,,,,,,,,,,,-0.4,0,-0.1,0,0,0.5
108,서울,2010-01-30 2:00,0.2,0,,,2,0,270,0,64,0,4,-5.8,1012.2,0,1023,0,,9,,,,,,,,,,,-0.8,0,-0.2,0,0,0.5
108,서울,2010-01-30 3:00,-0.2,0,,,1.2,0,250,0,67,0,4.1,-5.5,1012,0,1022.9,0,,9,,,,0,0,,,1500,4,,-1.2,0,-0.3,0.1,0.1,0.5
108,서울,2010-01-30 4:00,-0.6,0,,,0.8,0,250,0,67,0,3.9,-5.9,1011.8,0,1022.7,0,,9,,,,0,0,,,1500,,,-1.7,0,-0.6,0,0,0.4
108,서울,2010-01-30 5:00,-1,0,,,1.2,0,270,0,70,0,4,-5.7,1011.9,0,1022.8,0,,9,,,,0,0,,,1500,,,-1.9,0,-0.8,0.1,0,0.5
108,서울,2010-01-30 6:00,-0.8,0,,,0.7,0,250,0,70,0,4.1,-5.5,1012,0,1022.9,0,,9,,,,0,0,,,1500,,,-2.1,0,-1,0,0,0.5
108,서울,2010-01-30 7:00,-1.4,0,,,1,0,50,0,77,0,4.2,-4.9,1012.4,0,1023.3,0,,9,,,,2,0,Ci,,1400,,,-2.3,0,-1.1,0,0,0.5
108,서울,2010-01-30 8:00,-1.6,0,,,1.7,0,50,0,79,0,4.3,-4.7,1012.7,0,1023.6,0,0,0,0.02,,,3,0,Ci,,1400,,,-1.9,0,-1.1,0,0.1,0.5
108,서울,2010-01-30 9:00,-0.9,0,,,1.7,0,70,0,75,0,4.3,-4.7,1013.1,0,1024,0,0,0,0.17,,,4,0,Ci,,900,4,19,-0.9,0,-0.8,0,0,0.5
108,서울,2010-01-30 10:00,0.2,0,,,2.1,0,70,0,68,0,4.2,-5,1013,0,1023.8,0,0.2,0,,,,8,0,Ci,,900,,4019,0,0,-0.4,0,0,0.5
108,서울,2010-01-30 11:00,1.6,0,,,2.1,0,50,0,62,0,4.2,-4.9,1012.7,0,1023.5,0,0.1,0,0.8,,,8,0,Ci,,900,,40,0.1,0,-0.2,0,0,0.5
108,서울,2010-01-30 12:00,3.8,0,,,1,0,90,0,53,0,4.2,-4.9,1011.8,0,1022.5,0,0.7,0,1.33,,,5,0,Ci,,900,,40,1.4,0,0,0.1,0.1,0.5
108,서울,2010-01-30 13:00,4.6,0,,,1.9,0,230,0,46,0,3.9,-6,1011,0,1021.6,0,0.8,0,1.58,,,7,5,AcCi,35,900,,40,1.8,0,0,0.1,0.1,0.5
108,서울,2010-01-30 14:00,4.5,0,,,3.6,0,250,0,37,0,3.1,-8.9,1010.2,0,1020.8,0,0.2,0,1.17,,,10,10,As,30,1200,,40,1.7,0,0.1,0.1,0.1,0.6
108,서울,2010-01-30 15:00,4,0,,,3.6,0,290,0,44,0,3.6,-7.1,1010.8,0,1021.4,0,0,0,0.43,,,10,10,As,30,1200,1,,0.7,0,0.1,0.1,0.1,0.5
108,서울,2010-01-30 16:00,4,0,,,3.9,0,250,0,39,0,3.2,-8.7,1011.3,0,1021.9,0,0,0,0.23,,,10,3,ScAs,10,1200,,,0.7,0,0.1,0,0,0.5
108,서울,2010-01-30 17:00,4,0,,,3,0,270,0,47,0,3.8,-6.3,1011.6,0,1022.2,0,0,0,0.18,,,10,3,ScAs,10,1200,,,0.5,0,0.1,0,0,0.5
108,서울,2010-01-30 18:00,3.2,0,,,3.8,0,270,0,65,0,5,-2.7,1011.3,0,1022,0,0,0,0.07,,,6,3,ScAs,10,1200,,,0,0,0,0,0,0.5
108,서울,2010-01-30 19:00,2.6,0,,,2.5,0,270,0,69,0,5.1,-2.5,1011.2,0,1021.9,0,,9,,,,,,,,,,,0.1,0,0,0,0,0.5
108,서울,2010-01-30 20:00,2.3,0,,,2.4,0,230,0,72,0,5.2,-2.2,1010.9,0,1021.6,0,,9,,,,,,,,,,,0.1,0,0,0,0,0.5
108,서울,2010-01-30 21:00,2.1,0,,,1.1,0,270,0,78,0,5.6,-1.3,1011.3,0,1022,0,,9,,,,5,0,Ci,,1000,1,,0.1,0,0,0,0,0.5
108,서울,2010-01-30 22:00,1.6,0,,,0.7,0,360,0,82,0,5.6,-1.1,1011,0,1021.8,0,,9,,,,,,,,,,19,0,0,0,0,0,0.4
108,서울,2010-01-30 23:00,0.8,0,,,1.7,0,50,0,85,0,5.5,-1.4,1011,0,1021.8,0,,9,,,,,,,,,,19,0,0,0,0.1,0.1,0.5
108,서울,2010-01-31 0:00,0.6,0,,,1.8,0,50,0,87,0,5.6,-1.3,1010.9,0,1021.7,0,,9,,,,2,0,Ci,,600,,19,0,0,0,0,0,0.5
108,서울,2010-01-31 1:00,0.3,0,,,1.9,0,50,0,88,0,5.5,-1.4,1011,0,1021.8,0,,9,,,,,,,,,,19,0,0,0,0.1,0.1,0.5
108,서울,2010-01-31 2:00,0.1,0,,,1.6,0,70,0,86,0,5.3,-1.9,1010.4,0,1021.2,0,,9,,,,,,,,,,19,-0.1,0,0,0,0,0.5
108,서울,2010-01-31 3:00,-0.1,0,,,1.5,0,50,0,88,0,5.4,-1.8,1010.6,0,1021.4,0,,9,,,,0,0,,,600,4,19,-0.1,0,0,0.1,0.1,0.5
108,서울,2010-01-31 4:00,-0.3,0,,,1.8,0,70,0,87,0,5.2,-2.2,1010.1,0,1020.9,0,,9,,,,0,0,,,600,,19,-0.3,0,-0.1,0,0,0.5
108,서울,2010-01-31 5:00,-0.4,0,,,1,0,50,0,88,0,5.2,-2.1,1009.8,0,1020.6,0,,9,,,,4,4,Sc,10,600,,19,-0.4,0,-0.1,0.1,0,0.5
108,서울,2010-01-31 6:00,-0.1,0,,,1.4,0,50,0,87,0,5.3,-2,1010.1,0,1020.9,0,,9,,,,6,6,Sc,10,600,,19,-0.2,0,-0.2,0,0,0.5
108,서울,2010-01-31 7:00,-0.1,0,,,1.4,0,50,0,86,0,5.2,-2.1,1010.3,0,1021.1,0,,9,,,,7,7,Sc,10,600,,19,-0.2,0,-0.2,0.1,0.1,0.5
108,서울,2010-01-31 8:00,0,0,,,2.2,0,50,0,85,0,5.2,-2.2,1010.3,0,1021.1,0,0,0,0,,,7,7,Sc,10,600,,19,-0.3,0,-0.2,0,0,0.5
108,서울,2010-01-31 9:00,0.7,0,,,1.6,0,50,0,82,0,5.3,-2,1010.3,0,1021.1,0,0,0,0.15,,,8,8,Sc,10,600,1,19,0,0,-0.2,0,0,0.5
108,서울,2010-01-31 10:00,1.4,0,,,1.4,0,20,0,78,0,5.3,-2,1010.4,0,1021.2,0,0,0,0.37,,,8,8,Sc,10,600,,19,0.1,0,-0.1,0,0,0.5
108,서울,2010-01-31 11:00,2,0,,,0.3,0,0,0,73,0,5.2,-2.3,1010.4,0,1021.1,0,0,0,0.32,,,9,9,Sc,10,600,,19,0.1,0,-0.1,0.1,0,0.5
108,서울,2010-01-31 12:00,2.5,0,,,1.9,0,50,0,73,0,5.4,-1.8,1010.3,0,1021,0,0,0,0.31,,,9,9,Sc,10,500,,19,0.2,0,0,0.1,0,0.5
108,서울,2010-01-31 13:00,3.2,0,,,0.7,0,50,0,73,0,5.6,-1.1,1009.6,0,1020.3,0,0,0,0.56,,,9,9,Sc,10,500,,19,0.6,0,0.1,0.1,0,0.5
108,서울,2010-01-31 14:00,3.9,0,,,1.3,0,230,0,70,0,5.7,-1,1009.4,0,1020,0,0,0,0.48,,,9,9,Sc,10,500,,4019,0.7,0,0.1,0.1,0,0.5
108,서울,2010-01-31 15:00,4.1,0,,,0.5,0,20,0,72,0,5.9,-0.5,1009.4,0,1020,0,0,0,0.4,,,9,9,Sc,10,500,1,40,0.7,0,0.1,0.1,0,0.5
108,서울,2010-01-31 16:00,4.3,0,,,1.1,0,290,0,74,0,6.1,0,1009.6,0,1020.2,0,0,0,0.3,,,7,7,Sc,10,500,,40,1,0,0.1,0.1,0.1,0.5
108,서울,2010-01-31 17:00,4.3,0,,,1.1,0,320,0,74,0,6.1,0,1009.8,0,1020.4,0,0,0,0.26,,,8,8,Sc,10,500,,40,0.6,0,0.1,0.1,0,0.5
108,서울,2010-01-31 18:00,3.9,0,,,1.3,0,290,0,77,0,6.2,0.2,1010.3,0,1020.9,0,0,0,0.04,,,4,4,Sc,10,400,,40,-0.1,0,0.1,0.1,0,0.5
108,서울,2010-01-31 19:00,3.3,0,,,1.6,0,320,0,80,0,6.2,0.1,1010.6,0,1021.3,0,,9,,,,,,,,,,4019,0.1,0,0,0,0,0.5
108,서울,2010-01-31 20:00,2.7,0,,,1.2,0,320,0,84,0,6.2,0.2,1010.9,0,1021.6,0,,9,,,,,,,,,,19,0.1,0,0,0,0,0.5
108,서울,2010-01-31 21:00,2.1,0,,,0.2,0,0,0,88,0,6.2,0.3,1010.8,0,1021.5,0,,9,,,,0,0,,,300,1,19,0,0,0,0,0,0.5
108,서울,2010-01-31 22:00,1.4,0,,,1.2,0,20,0,90,0,6.1,0,1010.7,0,1021.5,0,,9,,,,,,,,,,19,0,0,0,0,0,0.5
108,서울,2010-01-31 23:00,1.5,0,,,1.6,0,320,0,90,0,6.1,0,1010.1,0,1020.9,0,,9,,,,,,,,200,,19,0,0,0.1,0.1,0,0.5
108,서울,2010-02-01 0:00,1,0,,,0.9,0,290,0,92,0,6.1,-0.1,1010,0,1020.8,0,,9,,,,6,0,Ci,,200,,19,0,0,0,0,0,0.5
108,서울,2010-02-01 1:00,0.5,0,,,2.4,0,290,0,92,0,5.8,-0.6,1009.7,0,1020.5,0,,9,,,,,,,,200,,19,0,0,0.1,0.1,0.1,0.5
108,서울,2010-02-01 2:00,0.3,0,,,1.1,0,320,0,93,0,5.8,-0.7,1009.4,0,1020.2,0,,9,,,,,,,,150,,19,0,0,0,0,0,0.5
108,서울,2010-02-01 3:00,0.3,0,,,0.8,0,360,0,93,0,5.8,-0.7,1008.8,0,1019.6,0,,9,,,,8,0,Ci,,200,1,19,0,0,0,0,0,0.5
108,서울,2010-02-01 4:00,0.1,0,,,0.9,0,50,0,93,0,5.7,-0.9,1008,0,1018.8,0,,9,,,,9,0,Ci,,150,,19,0,0,0,0,0,0.5
108,서울,2010-02-01 5:00,-0.3,0,,,1.5,0,70,0,94,0,5.6,-1.1,1008.5,0,1019.3,0,,9,,,,7,0,Ci,,120,,19,0.1,0,0.1,0.1,0.1,0.5
108,서울,2010-02-01 6:00,-0.2,0,,,1.9,0,50,0,95,0,5.7,-0.9,1008.3,0,1019.1,0,,9,,,,7,0,Ci,,120,,19,0,0,0,0,0,0.5
108,서울,2010-02-01 7:00,-0.5,0,,,2.2,0,70,0,93,0,5.5,-1.4,1008,0,1018.8,0,,9,,,,6,0,Ci,,200,,19,0,0,0,0,0,0.5
108,서울,2010-02-01 8:00,-0.4,0,,,2.1,0,70,0,92,0,5.5,-1.5,1007.1,0,1017.9,0,0,0,0.01,,,10,10,St,9,150,,19,0,0,0,0.1,0,0.5
108,서울,2010-02-01 9:00,0,0,,,1.4,0,70,0,85,0,5.2,-2.2,1007.1,0,1017.9,0,0,0,0.21,,,7,7,Sc,10,200,4,19,0,0,0,0,0,0.5
108,서울,2010-02-01 10:00,0.6,0,,,1.4,0,50,0,78,0,5,-2.8,1006.7,0,1017.5,0,0,0,0.49,,,7,3,ScCi,10,300,,19,0.1,0,0,0,0,0.5
108,서울,2010-02-01 11:00,1.3,0,,,2.1,0,320,0,78,0,5.2,-2.1,1006.5,0,1017.2,0,0,0,1,,,7,0,Ci,,300,,19,0.5,0,0.1,0.1,0.1,0.5
108,서울,2010-02-01 12:00,2,0,,,2.7,0,290,0,74,0,5.2,-2.1,1005.5,0,1016.2,0,0.1,0,1.05,,,7,0,Ci,,300,,19,1,0,0.1,0.1,0.1,0.5
108,서울,2010-02-01 13:00,2.5,0,,,3.7,0,290,0,70,0,5.1,-2.4,1004.8,0,1015.4,0,0.1,0,1.19,,,5,0,Ci,,300,,19,2.4,0,0.2,0.1,0.1,0.5
108,서울,2010-02-01 14:00,3.7,0,,,3.1,0,340,0,60,0,4.8,-3.3,1004.4,0,1015,0,1,0,1.72,,,3,3,Sc,10,400,,4019,4.4,0,0.4,0.2,0.1,0.6
108,서울,2010-02-01 15:00,4.6,0,,,3.6,0,320,0,53,0,4.5,-4.1,1004.7,0,1015.2,0,1,0,1.56,,,3,3,Sc,10,600,1,40,3.6,0,0.5,0.2,0.1,0.6
108,서울,2010-02-01 16:00,4.5,0,,,4.2,0,290,0,56,0,4.7,-3.5,1005.2,0,1015.8,0,1,0,1.2,,,0,0,,,800,,40,2.3,0,0.5,0.2,0.1,0.6
108,서울,2010-02-01 17:00,3.8,0,,,3.1,0,290,0,57,0,4.6,-3.9,1005.7,0,1016.3,0,1,0,0.58,,,0,0,,,1000,,40,0.9,0,0.3,0.2,0.1,0.5
108,서울,2010-02-01 18:00,2.5,0,,,3.5,0,290,0,60,0,4.4,-4.4,1006,0,1016.7,0,0.1,0,0.12,,,0,0,,,1000,,,0.1,0,0.1,0.1,0,0.5
108,서울,2010-02-01 19:00,1.4,0,,,4.1,0,320,0,63,0,4.3,-4.8,1006.5,0,1017.2,0,,9,,,,,,,,,,,0.1,0,0.1,0,0,0.5
108,서울,2010-02-01 20:00,0.5,0,,,4,0,340,0,61,0,3.9,-6.1,1007.6,0,1018.4,0,,9,,,,,,,,,,,0.1,0,0.1,0.1,0.1,0.6
108,서울,2010-02-01 21:00,-0.6,0,,,4.6,0,290,0,62,0,3.6,-6.9,1008.1,0,1018.9,0,,9,,,,0,0,,,1500,4,,-0.1,0,0.1,0.1,0.1,0.5
108,서울,2010-02-01 22:00,-1.2,0,,,3.5,0,340,0,61,0,3.4,-7.7,1008.6,0,1019.4,0,,9,,,,,,,,,,,-0.2,0,0.1,0.1,0,0.5
108,서울,2010-02-01 23:00,-2,0,,,2.7,0,320,0,58,0,3.1,-9.1,1008.9,0,1019.8,0,,9,,,,,,,,,,,-0.3,0,0.1,0.1,0.1,0.6
108,서울,2010-02-02 0:00,-2.6,0,,,3.3,0,320,0,51,0,2.6,-11.3,1009.4,0,1020.3,0,,9,,,,0,0,,,2000,,,-0.5,0,0.1,0.1,0.1,0.6
108,서울,2010-02-02 1:00,-3.4,0,,,3.2,0,320,0,48,0,2.3,-12.8,1009.8,0,1020.8,0,,9,,,,,,,,,,,-0.7,0,0,0.1,0.1,0.5
108,서울,2010-02-02 2:00,-4.3,0,,,3.4,0,320,0,48,0,2.1,-13.6,1010.4,0,1021.4,0,,9,,,,,,,,,,,-0.9,0,0.1,0.1,0.1,0.6
108,서울,2010-02-02 3:00,-5,0,,,3.6,0,320,0,45,0,1.9,-15.1,1010.8,0,1021.8,0,,9,,,,0,0,,,2500,4,,-1.4,0,0,0.1,0.1,0.5
108,서울,2010-02-02 4:00,-5.7,0,,,2.2,0,320,0,45,0,1.8,-15.7,1011.5,0,1022.6,0,,9,,,,0,0,,,2500,,,-2,0,0,0.1,0.1,0.6
108,서울,2010-02-02 5:00,-6.4,0,,,3.5,0,340,0,40,0,1.5,-17.8,1011.7,0,1022.8,0,,9,,,,0,0,,,2500,,,-2.8,0,-0.3,0.1,0.1,0.5
108,서울,2010-02-02 6:00,-7,0,,,3.6,0,320,0,36,0,1.3,-19.5,1011.8,0,1022.9,0,,9,,,,0,0,,,2500,,,-3.5,0,-0.8,0.1,0.1,0.6
108,서울,2010-02-02 7:00,-7.6,0,,,2,0,340,0,38,0,1.3,-19.5,1011.9,0,1023.1,0,,9,,,,0,0,,,3000,,,-4,0,-1.3,0.1,0.1,0.6
108,서울,2010-02-02 8:00,-7.7,0,,,3.6,0,340,0,32,0,1.1,-21.5,1012.9,0,1024.1,0,0.2,0,0.02,,,0,0,,,2500,,,-4.6,0,-1.8,0.1,0.1,0.6
108,서울,2010-02-02 9:00,-7.3,0,,,2.5,0,340,0,30,0,1.1,-21.9,1013.9,0,1025.1,0,1,0,0.46,,,1,0,Ci,,2500,4,,-3.9,0,-2,0,0.1,0.6
108,서울,2010-02-02 10:00,-6,0,,,4.2,0,340,0,21,0,0.8,-24.8,1013.9,0,1025,0,1,0,1.11,,,2,0,Ci,,2500,,,-2.1,0,-1.8,0,0.1,0.6
108,서울,2010-02-02 11:00,-5.6,0,,,3.9,0,290,0,20,0,0.8,-25,1014.1,0,1025.2,0,1,0,1.62,,,1,0,Ci,,2500,,,0,0,-1.3,0,0.1,0.6
108,서울,2010-02-02 12:00,-4.7,0,,,4.1,0,340,0,18,0,0.8,-25.4,1013.6,0,1024.7,0,1,0,2.05,,,3,0,Ci,,2500,,,0.9,0,-0.7,0,0.1,0.5
108,서울,2010-02-02 13:00,-4.4,0,,,3.7,0,320,0,19,0,0.8,-24.6,1013.4,0,1024.4,0,1,0,2.12,,,4,0,Ci,,2500,,,1.3,0,-0.4,0.1,0.1,0.5
108,서울,2010-02-02 14:00,-4,0,,,3,0,320,0,16,0,0.7,-26.1,1013.3,0,1024.3,0,1,0,2.04,,,4,0,Ci,,2500,,,1.5,0,-0.2,0.1,0.1,0.6
108,서울,2010-02-02 15:00,-3.8,0,,,3.6,0,320,0,19,0,0.9,-24.1,1013.1,0,1024.1,0,1,0,1.79,,,1,0,Ci,,2500,4,,0.5,0,-0.2,0.1,0.1,0.6
108,서울,2010-02-02 16:00,-4,0,,,4.1,0,320,0,22,0,1,-22.6,1013.4,0,1024.4,0,1,0,1.34,,,1,0,Ci,,2500,,,0.1,0,-0.2,0.1,0,0.5
108,서울,2010-02-02 17:00,-4.7,0,,,4.4,0,320,0,25,0,1.1,-21.7,1013.8,0,1024.9,0,1,0,0.69,,,0,0,,,2500,,,-0.1,0,-0.2,0.1,0.1,0.6
108,서울,2010-02-02 18:00,-5.6,0,,,5.5,0,290,0,23,0,0.9,-23.5,1014,0,1025.1,0,0.5,0,0.14,,,1,0,Ci,,2500,,,-0.7,0,-0.6,0.1,0.1,0.6
108,서울,2010-02-02 19:00,-6.1,0,,,3.3,0,290,0,25,0,1,-22.9,1014.5,0,1025.6,0,,9,,,,,,,,,,,-1.6,0,-1.3,0.1,0.1,0.6
108,서울,2010-02-02 20:00,-6.4,0,,,4.1,0,290,0,25,0,0.9,-23.2,1014.7,0,1025.8,0,,9,,,,,,,,,,,-2.6,0,-1.8,0.1,0.1,0.6
108,서울,2010-02-02 21:00,-7,0,,,3,0,290,0,30,0,1.1,-21.6,1014.7,0,1025.9,0,,9,,,,0,0,,,2500,4,,-3.4,0,-2.2,0.1,0.1,0.6
108,서울,2010-02-02 22:00,-7.4,0,,,3.8,0,290,0,32,0,1.1,-21.3,1015.5,0,1026.7,0,,9,,,,,,,,,,,-4.1,0,-2.4,0.1,0.1,0.6
108,서울,2010-02-02 23:00,-8.3,0,,,4.1,0,290,0,30,0,1,-22.8,1015.5,0,1026.7,0,,9,,,,,,,,,,,-4.8,0,-2.8,0,0.1,0.6
